transaction_id,timestamp,customer_id,customer_type,menu_id,menu_name,category,unit_price,quantity,line_total
T001841,2026-02-01 12:10:36,C00076,regular,M023,Soto Ayam,Food,28000,1,28000
T001842,2026-02-01 16:43:23,C00111,regular,M010,Teh Manis Panas/Dingin,Tea,10000,1,10000
T001842,2026-02-01 16:43:23,C00111,regular,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T001842,2026-02-01 16:43:23,C00111,regular,M032,Pisang Goreng,Pastry,18000,1,18000
T001842,2026-02-01 16:43:23,C00111,regular,M004,Cappuccino,Coffee,28000,1,28000
T001843,2026-02-01 19:20:01,W003996,walk_in,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T001843,2026-02-01 19:20:01,W003996,walk_in,M001,Es Kopi Susu,Coffee,22000,1,22000
T001844,2026-02-01 16:56:43,W000611,walk_in,M001,Es Kopi Susu,Coffee,22000,1,22000
T001844,2026-02-01 16:56:43,W000611,walk_in,M010,Teh Manis Panas/Dingin,Tea,10000,1,10000
T001844,2026-02-01 16:56:43,W000611,walk_in,M011,Matcha Latte,Tea,28000,2,56000
T001845,2026-02-01 16:17:50,C00108,regular,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T001846,2026-02-01 11:06:20,W001658,walk_in,M023,Soto Ayam,Food,28000,1,28000
T001847,2026-02-01 19:52:26,C00109,regular,M002,Kopi Tubruk,Coffee,15000,2,30000
T001847,2026-02-01 19:52:26,C00109,regular,M020,Nasi Goreng,Food,35000,1,35000
T001847,2026-02-01 19:52:26,C00109,regular,M001,Es Kopi Susu,Coffee,22000,1,22000
T001847,2026-02-01 19:52:26,C00109,regular,M032,Pisang Goreng,Pastry,18000,1,18000
T001848,2026-02-01 19:51:06,C00099,regular,M001,Es Kopi Susu,Coffee,22000,1,22000
T001848,2026-02-01 19:51:06,C00099,regular,M020,Nasi Goreng,Food,35000,1,35000
T001849,2026-02-01 20:07:44,C00061,regular,M021,Mie Goreng,Food,32000,2,64000
T001849,2026-02-01 20:07:44,C00061,regular,M024,Gado-Gado,Food,28000,1,28000
T001850,2026-02-01 12:15:54,C00072,regular,M011,Matcha Latte,Tea,28000,1,28000
T001850,2026-02-01 12:15:54,C00072,regular,M004,Cappuccino,Coffee,28000,1,28000
T001850,2026-02-01 12:15:54,C00072,regular,M026,Ayam Geprek,Food,38000,2,76000
T001851,2026-02-01 13:03:20,W003404,walk_in,M020,Nasi Goreng,Food,35000,1,35000
T001851,2026-02-01 13:03:20,W003404,walk_in,M010,Teh Manis Panas/Dingin,Tea,10000,1,10000
T001852,2026-02-01 14:21:32,C00095,regular,M005,Latte,Coffee,28000,1,28000
T001852,2026-02-01 14:21:32,C00095,regular,M023,Soto Ayam,Food,28000,1,28000
T001852,2026-02-01 14:21:32,C00095,regular,M006,Es Kopi Gula Aren,Coffee,25000,2,50000
T001853,2026-02-01 18:53:39,C00065,regular,M032,Pisang Goreng,Pastry,18000,3,54000
T001854,2026-02-01 21:51:44,C00043,regular,M032,Pisang Goreng,Pastry,18000,1,18000
T001855,2026-02-01 07:09:51,C00082,regular,M020,Nasi Goreng,Food,35000,1,35000
T001856,2026-02-01 20:08:41,W000949,walk_in,M026,Ayam Geprek,Food,38000,1,38000
T001856,2026-02-01 20:08:41,W000949,walk_in,M001,Es Kopi Susu,Coffee,22000,1,22000
T001857,2026-02-01 07:13:40,W001493,walk_in,M004,Cappuccino,Coffee,28000,1,28000
T001857,2026-02-01 07:13:40,W001493,walk_in,M010,Teh Manis Panas/Dingin,Tea,10000,1,10000
T001858,2026-02-01 12:39:45,C00064,regular,M023,Soto Ayam,Food,28000,3,84000
T001858,2026-02-01 12:39:45,C00064,regular,M020,Nasi Goreng,Food,35000,2,70000
T001858,2026-02-01 12:39:45,C00064,regular,M025,Nasi Uduk Komplit,Food,30000,2,60000
T001858,2026-02-01 12:39:45,C00064,regular,M010,Teh Manis Panas/Dingin,Tea,10000,1,10000
T001859,2026-02-01 18:08:23,W001374,walk_in,M006,Es Kopi Gula Aren,Coffee,25000,3,75000
T001859,2026-02-01 18:08:23,W001374,walk_in,M001,Es Kopi Susu,Coffee,22000,1,22000
T001859,2026-02-01 18:08:23,W001374,walk_in,M026,Ayam Geprek,Food,38000,2,76000
T001860,2026-02-02 18:12:53,C00026,regular,M026,Ayam Geprek,Food,38000,1,38000
T001860,2026-02-02 18:12:53,C00026,regular,M022,Bakso,Food,30000,1,30000
T001861,2026-02-02 07:47:00,W002005,walk_in,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T001862,2026-02-02 15:22:01,C00099,regular,M011,Matcha Latte,Tea,28000,1,28000
T001862,2026-02-02 15:22:01,C00099,regular,M010,Teh Manis Panas/Dingin,Tea,10000,2,20000
T001863,2026-02-02 19:30:29,C00096,regular,M021,Mie Goreng,Food,32000,1,32000
T001863,2026-02-02 19:30:29,C00096,regular,M003,Americano,Coffee,20000,1,20000
T001863,2026-02-02 19:30:29,C00096,regular,M021,Mie Goreng,Food,32000,1,32000
T001863,2026-02-02 19:30:29,C00096,regular,M003,Americano,Coffee,20000,1,20000
T001864,2026-02-02 18:54:42,W003133,walk_in,M021,Mie Goreng,Food,32000,2,64000
T001864,2026-02-02 18:54:42,W003133,walk_in,M012,Es Jeruk,Juice,18000,1,18000
T001864,2026-02-02 18:54:42,W003133,walk_in,M004,Cappuccino,Coffee,28000,1,28000
T001865,2026-02-02 08:30:11,C00088,regular,M006,Es Kopi Gula Aren,Coffee,25000,2,50000
T001866,2026-02-02 09:36:41,C00024,regular,M032,Pisang Goreng,Pastry,18000,1,18000
T001866,2026-02-02 09:36:41,C00024,regular,M002,Kopi Tubruk,Coffee,15000,1,15000
T001866,2026-02-02 09:36:41,C00024,regular,M011,Matcha Latte,Tea,28000,1,28000
T001866,2026-02-02 09:36:41,C00024,regular,M022,Bakso,Food,30000,2,60000
T001867,2026-02-02 20:46:27,W000618,walk_in,M005,Latte,Coffee,28000,1,28000
T001867,2026-02-02 20:46:27,W000618,walk_in,M005,Latte,Coffee,28000,1,28000
T001868,2026-02-02 17:44:15,W001665,walk_in,M032,Pisang Goreng,Pastry,18000,1,18000
T001869,2026-02-02 08:46:41,C00096,regular,M003,Americano,Coffee,20000,2,40000
T001869,2026-02-02 08:46:41,C00096,regular,M004,Cappuccino,Coffee,28000,3,84000
T001869,2026-02-02 08:46:41,C00096,regular,M011,Matcha Latte,Tea,28000,1,28000
T001870,2026-02-02 10:51:49,C00092,regular,M003,Americano,Coffee,20000,1,20000
T001870,2026-02-02 10:51:49,C00092,regular,M026,Ayam Geprek,Food,38000,2,76000
T001871,2026-02-02 13:11:36,C00009,regular,M011,Matcha Latte,Tea,28000,1,28000
T001872,2026-02-02 16:48:33,W000922,walk_in,M022,Bakso,Food,30000,2,60000
T001873,2026-02-02 08:35:58,C00017,regular,M025,Nasi Uduk Komplit,Food,30000,2,60000
T001874,2026-02-02 08:50:23,C00102,regular,M001,Es Kopi Susu,Coffee,22000,1,22000
T001874,2026-02-02 08:50:23,C00102,regular,M001,Es Kopi Susu,Coffee,22000,1,22000
T001875,2026-02-02 18:31:38,W003815,walk_in,M020,Nasi Goreng,Food,35000,1,35000
T001875,2026-02-02 18:31:38,W003815,walk_in,M011,Matcha Latte,Tea,28000,1,28000
T001876,2026-02-02 18:45:56,C00066,regular,M005,Latte,Coffee,28000,1,28000
T001877,2026-02-02 20:51:53,W000332,walk_in,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T001878,2026-02-02 20:41:05,W002628,walk_in,M001,Es Kopi Susu,Coffee,22000,2,44000
T001879,2026-02-02 09:13:55,W000767,walk_in,M002,Kopi Tubruk,Coffee,15000,1,15000
T001880,2026-02-02 18:46:37,W000197,walk_in,M005,Latte,Coffee,28000,1,28000
T001881,2026-02-02 19:32:12,C00106,regular,M001,Es Kopi Susu,Coffee,22000,1,22000
T001882,2026-02-02 13:13:43,C00012,regular,M003,Americano,Coffee,20000,1,20000
T001882,2026-02-02 13:13:43,C00012,regular,M022,Bakso,Food,30000,2,60000
T001883,2026-02-02 08:10:07,W003772,walk_in,M022,Bakso,Food,30000,1,30000
T001884,2026-02-02 08:49:47,W000950,walk_in,M005,Latte,Coffee,28000,1,28000
T001885,2026-02-02 09:07:39,W003658,walk_in,M005,Latte,Coffee,28000,2,56000
T001886,2026-02-02 14:28:59,C00119,regular,M023,Soto Ayam,Food,28000,1,28000
T001886,2026-02-02 14:28:59,C00119,regular,M020,Nasi Goreng,Food,35000,1,35000
T001887,2026-02-02 12:34:00,W003731,walk_in,M022,Bakso,Food,30000,1,30000
T001887,2026-02-02 12:34:00,W003731,walk_in,M021,Mie Goreng,Food,32000,1,32000
T001888,2026-02-02 18:11:06,C00003,regular,M023,Soto Ayam,Food,28000,1,28000
T001888,2026-02-02 18:11:06,C00003,regular,M003,Americano,Coffee,20000,1,20000
T001889,2026-02-02 07:42:20,W001230,walk_in,M005,Latte,Coffee,28000,1,28000
T001889,2026-02-02 07:42:20,W001230,walk_in,M026,Ayam Geprek,Food,38000,1,38000
T001890,2026-02-02 19:22:46,C00102,regular,M024,Gado-Gado,Food,28000,1,28000
T001891,2026-02-02 18:13:45,W002829,walk_in,M023,Soto Ayam,Food,28000,1,28000
T001892,2026-02-02 07:06:14,W000972,walk_in,M003,Americano,Coffee,20000,3,60000
T001893,2026-02-02 15:34:23,C00098,regular,M004,Cappuccino,Coffee,28000,1,28000
T001893,2026-02-02 15:34:23,C00098,regular,M032,Pisang Goreng,Pastry,18000,2,36000
T001893,2026-02-02 15:34:23,C00098,regular,M024,Gado-Gado,Food,28000,1,28000
T001894,2026-02-02 22:59:03,C00047,regular,M012,Es Jeruk,Juice,18000,1,18000
T001894,2026-02-02 22:59:03,C00047,regular,M005,Latte,Coffee,28000,1,28000
T001895,2026-02-02 16:28:46,W000700,walk_in,M030,Croissant,Pastry,22000,1,22000
T001896,2026-02-02 10:08:55,C00084,regular,M002,Kopi Tubruk,Coffee,15000,1,15000
T001896,2026-02-02 10:08:55,C00084,regular,M032,Pisang Goreng,Pastry,18000,1,18000
T001896,2026-02-02 10:08:55,C00084,regular,M030,Croissant,Pastry,22000,1,22000
T001897,2026-02-02 07:44:45,W000266,walk_in,M002,Kopi Tubruk,Coffee,15000,1,15000
T001898,2026-02-02 20:25:31,C00099,regular,M010,Teh Manis Panas/Dingin,Tea,10000,2,20000
T001898,2026-02-02 20:25:31,C00099,regular,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T001899,2026-02-02 13:43:49,W003048,walk_in,M026,Ayam Geprek,Food,38000,3,114000
T001900,2026-02-02 10:53:06,C00104,regular,M011,Matcha Latte,Tea,28000,1,28000
T001901,2026-02-02 15:49:07,W001005,walk_in,M001,Es Kopi Susu,Coffee,22000,3,66000
T001902,2026-02-02 18:35:14,C00052,regular,M032,Pisang Goreng,Pastry,18000,1,18000
T001903,2026-02-02 13:02:34,C00013,regular,M022,Bakso,Food,30000,1,30000
T001903,2026-02-02 13:02:34,C00013,regular,M004,Cappuccino,Coffee,28000,1,28000
T001903,2026-02-02 13:02:34,C00013,regular,M023,Soto Ayam,Food,28000,3,84000
T001904,2026-02-02 17:29:05,C00006,regular,M001,Es Kopi Susu,Coffee,22000,1,22000
T001905,2026-02-02 17:21:05,W002358,walk_in,M011,Matcha Latte,Tea,28000,1,28000
T001906,2026-02-02 11:51:25,C00091,regular,M001,Es Kopi Susu,Coffee,22000,1,22000
T001907,2026-02-02 12:55:33,W003661,walk_in,M020,Nasi Goreng,Food,35000,1,35000
T001908,2026-02-02 07:07:35,C00026,regular,M025,Nasi Uduk Komplit,Food,30000,2,60000
T001908,2026-02-02 07:07:35,C00026,regular,M014,Coconut Water,Juice,15000,1,15000
T001908,2026-02-02 07:07:35,C00026,regular,M026,Ayam Geprek,Food,38000,3,114000
T001908,2026-02-02 07:07:35,C00026,regular,M032,Pisang Goreng,Pastry,18000,2,36000
T001909,2026-02-02 19:27:52,C00046,regular,M021,Mie Goreng,Food,32000,2,64000
T001909,2026-02-02 19:27:52,C00046,regular,M023,Soto Ayam,Food,28000,1,28000
T001910,2026-02-02 07:17:25,C00013,regular,M005,Latte,Coffee,28000,1,28000
T001911,2026-02-03 07:37:31,W001019,walk_in,M001,Es Kopi Susu,Coffee,22000,2,44000
T001911,2026-02-03 07:37:31,W001019,walk_in,M004,Cappuccino,Coffee,28000,1,28000
T001911,2026-02-03 07:37:31,W001019,walk_in,M023,Soto Ayam,Food,28000,1,28000
T001912,2026-02-03 19:36:48,W002209,walk_in,M010,Teh Manis Panas/Dingin,Tea,10000,1,10000
T001912,2026-02-03 19:36:48,W002209,walk_in,M023,Soto Ayam,Food,28000,1,28000
T001913,2026-02-03 09:16:39,W000311,walk_in,M004,Cappuccino,Coffee,28000,2,56000
T001913,2026-02-03 09:16:39,W000311,walk_in,M026,Ayam Geprek,Food,38000,3,114000
T001913,2026-02-03 09:16:39,W000311,walk_in,M005,Latte,Coffee,28000,1,28000
T001914,2026-02-03 21:40:14,W001628,walk_in,M011,Matcha Latte,Tea,28000,1,28000
T001914,2026-02-03 21:40:14,W001628,walk_in,M010,Teh Manis Panas/Dingin,Tea,10000,1,10000
T001915,2026-02-03 18:06:26,W000816,walk_in,M020,Nasi Goreng,Food,35000,3,105000
T001916,2026-02-03 13:36:17,C00107,regular,M011,Matcha Latte,Tea,28000,1,28000
T001917,2026-02-03 18:32:42,C00038,regular,M030,Croissant,Pastry,22000,3,66000
T001917,2026-02-03 18:32:42,C00038,regular,M020,Nasi Goreng,Food,35000,1,35000
T001918,2026-02-03 17:58:16,C00056,regular,M032,Pisang Goreng,Pastry,18000,1,18000
T001918,2026-02-03 17:58:16,C00056,regular,M003,Americano,Coffee,20000,1,20000
T001918,2026-02-03 17:58:16,C00056,regular,M006,Es Kopi Gula Aren,Coffee,25000,3,75000
T001919,2026-02-03 19:06:05,C00108,regular,M022,Bakso,Food,30000,1,30000
T001920,2026-02-03 18:40:16,C00120,regular,M021,Mie Goreng,Food,32000,3,96000
T001920,2026-02-03 18:40:16,C00120,regular,M002,Kopi Tubruk,Coffee,15000,1,15000
T001920,2026-02-03 18:40:16,C00120,regular,M023,Soto Ayam,Food,28000,1,28000
T001921,2026-02-03 14:32:56,W003675,walk_in,M030,Croissant,Pastry,22000,1,22000
T001921,2026-02-03 14:32:56,W003675,walk_in,M011,Matcha Latte,Tea,28000,1,28000
T001921,2026-02-03 14:32:56,W003675,walk_in,M026,Ayam Geprek,Food,38000,1,38000
T001922,2026-02-03 16:18:59,W000251,walk_in,M026,Ayam Geprek,Food,38000,3,114000
T001922,2026-02-03 16:18:59,W000251,walk_in,M032,Pisang Goreng,Pastry,18000,2,36000
T001922,2026-02-03 16:18:59,W000251,walk_in,M005,Latte,Coffee,28000,1,28000
T001923,2026-02-03 18:28:56,W001910,walk_in,M020,Nasi Goreng,Food,35000,1,35000
T001923,2026-02-03 18:28:56,W001910,walk_in,M020,Nasi Goreng,Food,35000,1,35000
T001924,2026-02-03 09:51:01,C00006,regular,M005,Latte,Coffee,28000,1,28000
T001925,2026-02-03 19:11:53,C00073,regular,M022,Bakso,Food,30000,1,30000
T001926,2026-02-03 16:05:59,C00115,regular,M026,Ayam Geprek,Food,38000,1,38000
T001926,2026-02-03 16:05:59,C00115,regular,M002,Kopi Tubruk,Coffee,15000,1,15000
T001927,2026-02-03 15:32:09,C00097,regular,M032,Pisang Goreng,Pastry,18000,1,18000
T001928,2026-02-03 19:42:40,C00006,regular,M005,Latte,Coffee,28000,1,28000
T001928,2026-02-03 19:42:40,C00006,regular,M030,Croissant,Pastry,22000,1,22000
T001929,2026-02-03 16:07:22,C00064,regular,M020,Nasi Goreng,Food,35000,1,35000
T001929,2026-02-03 16:07:22,C00064,regular,M004,Cappuccino,Coffee,28000,2,56000
T001929,2026-02-03 16:07:22,C00064,regular,M021,Mie Goreng,Food,32000,1,32000
T001930,2026-02-03 12:24:22,C00120,regular,M025,Nasi Uduk Komplit,Food,30000,2,60000
T001930,2026-02-03 12:24:22,C00120,regular,M022,Bakso,Food,30000,1,30000
T001931,2026-02-03 11:02:56,W003455,walk_in,M005,Latte,Coffee,28000,1,28000
T001931,2026-02-03 11:02:56,W003455,walk_in,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T001932,2026-02-03 11:39:27,C00058,regular,M003,Americano,Coffee,20000,1,20000
T001932,2026-02-03 11:39:27,C00058,regular,M003,Americano,Coffee,20000,1,20000
T001933,2026-02-03 12:10:59,C00098,regular,M022,Bakso,Food,30000,1,30000
T001934,2026-02-03 15:00:32,W001819,walk_in,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T001935,2026-02-03 10:02:56,C00034,regular,M003,Americano,Coffee,20000,3,60000
T001936,2026-02-03 14:38:36,C00003,regular,M001,Es Kopi Susu,Coffee,22000,1,22000
T001936,2026-02-03 14:38:36,C00003,regular,M004,Cappuccino,Coffee,28000,2,56000
T001937,2026-02-03 16:48:46,C00085,regular,M020,Nasi Goreng,Food,35000,2,70000
T001937,2026-02-03 16:48:46,C00085,regular,M040,Extra Shot,AddOn,8000,2,16000
T001938,2026-02-03 17:06:14,C00093,regular,M001,Es Kopi Susu,Coffee,22000,1,22000
T001939,2026-02-03 10:58:16,C00066,regular,M006,Es Kopi Gula Aren,Coffee,25000,2,50000
T001940,2026-02-03 07:10:23,W002281,walk_in,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T001940,2026-02-03 07:10:23,W002281,walk_in,M020,Nasi Goreng,Food,35000,1,35000
T001941,2026-02-03 17:55:12,W002242,walk_in,M012,Es Jeruk,Juice,18000,1,18000
T001942,2026-02-03 08:48:47,C00117,regular,M001,Es Kopi Susu,Coffee,22000,1,22000
T001942,2026-02-03 08:48:47,C00117,regular,M021,Mie Goreng,Food,32000,1,32000
T001942,2026-02-03 08:48:47,C00117,regular,M011,Matcha Latte,Tea,28000,1,28000
T001943,2026-02-03 07:34:58,W003283,walk_in,M011,Matcha Latte,Tea,28000,1,28000
T001943,2026-02-03 07:34:58,W003283,walk_in,M001,Es Kopi Susu,Coffee,22000,1,22000
T001944,2026-02-03 14:06:50,C00042,regular,M031,Banana Bread,Pastry,25000,1,25000
T001944,2026-02-03 14:06:50,C00042,regular,M032,Pisang Goreng,Pastry,18000,1,18000
T001945,2026-02-03 16:34:39,W002040,walk_in,M013,Es Campur,Juice,20000,1,20000
T001945,2026-02-03 16:34:39,W002040,walk_in,M011,Matcha Latte,Tea,28000,1,28000
T001946,2026-02-03 14:36:19,W000740,walk_in,M020,Nasi Goreng,Food,35000,3,105000
T001947,2026-02-03 18:03:07,C00018,regular,M023,Soto Ayam,Food,28000,1,28000
T001947,2026-02-03 18:03:07,C00018,regular,M023,Soto Ayam,Food,28000,1,28000
T001948,2026-02-03 12:44:59,C00089,regular,M003,Americano,Coffee,20000,1,20000
T001949,2026-02-03 13:46:03,C00077,regular,M025,Nasi Uduk Komplit,Food,30000,2,60000
T001949,2026-02-03 13:46:03,C00077,regular,M005,Latte,Coffee,28000,1,28000
T001950,2026-02-03 13:45:41,C00066,regular,M011,Matcha Latte,Tea,28000,1,28000
T001950,2026-02-03 13:45:41,C00066,regular,M013,Es Campur,Juice,20000,1,20000
T001951,2026-02-03 07:41:41,C00104,regular,M010,Teh Manis Panas/Dingin,Tea,10000,1,10000
T001952,2026-02-03 09:18:58,C00049,regular,M004,Cappuccino,Coffee,28000,3,84000
T001952,2026-02-03 09:18:58,C00049,regular,M030,Croissant,Pastry,22000,1,22000
T001953,2026-02-03 13:26:03,C00056,regular,M001,Es Kopi Susu,Coffee,22000,2,44000
T001954,2026-02-03 12:27:55,C00097,regular,M021,Mie Goreng,Food,32000,1,32000
T001955,2026-02-03 13:19:49,C00029,regular,M020,Nasi Goreng,Food,35000,1,35000
T001956,2026-02-03 13:15:54,W002115,walk_in,M026,Ayam Geprek,Food,38000,2,76000
T001956,2026-02-03 13:15:54,W002115,walk_in,M026,Ayam Geprek,Food,38000,1,38000
T001957,2026-02-03 13:44:18,C00051,regular,M022,Bakso,Food,30000,1,30000
T001957,2026-02-03 13:44:18,C00051,regular,M030,Croissant,Pastry,22000,1,22000
T001958,2026-02-03 20:27:10,W000971,walk_in,M006,Es Kopi Gula Aren,Coffee,25000,3,75000
T001959,2026-02-03 18:27:56,C00085,regular,M013,Es Campur,Juice,20000,2,40000
T001959,2026-02-03 18:27:56,C00085,regular,M022,Bakso,Food,30000,1,30000
T001960,2026-02-03 08:11:17,W000819,walk_in,M031,Banana Bread,Pastry,25000,2,50000
T001961,2026-02-03 18:16:34,W003181,walk_in,M001,Es Kopi Susu,Coffee,22000,3,66000
T001961,2026-02-03 18:16:34,W003181,walk_in,M021,Mie Goreng,Food,32000,1,32000
T001961,2026-02-03 18:16:34,W003181,walk_in,M021,Mie Goreng,Food,32000,3,96000
T001961,2026-02-03 18:16:34,W003181,walk_in,M020,Nasi Goreng,Food,35000,1,35000
T001962,2026-02-03 15:12:55,C00074,regular,M032,Pisang Goreng,Pastry,18000,1,18000
T001962,2026-02-03 15:12:55,C00074,regular,M024,Gado-Gado,Food,28000,1,28000
T001963,2026-02-03 18:28:08,W003347,walk_in,M026,Ayam Geprek,Food,38000,1,38000
T001963,2026-02-03 18:28:08,W003347,walk_in,M020,Nasi Goreng,Food,35000,1,35000
T001964,2026-02-03 08:10:03,C00033,regular,M023,Soto Ayam,Food,28000,1,28000
T001965,2026-02-04 17:46:24,W000394,walk_in,M005,Latte,Coffee,28000,2,56000
T001965,2026-02-04 17:46:24,W000394,walk_in,M002,Kopi Tubruk,Coffee,15000,3,45000
T001966,2026-02-04 20:11:19,C00086,regular,M024,Gado-Gado,Food,28000,1,28000
T001966,2026-02-04 20:11:19,C00086,regular,M026,Ayam Geprek,Food,38000,1,38000
T001967,2026-02-04 18:17:03,C00055,regular,M022,Bakso,Food,30000,1,30000
T001968,2026-02-04 13:47:09,W000629,walk_in,M032,Pisang Goreng,Pastry,18000,1,18000
T001969,2026-02-04 17:28:18,W004025,walk_in,M020,Nasi Goreng,Food,35000,2,70000
T001969,2026-02-04 17:28:18,W004025,walk_in,M001,Es Kopi Susu,Coffee,22000,1,22000
T001970,2026-02-04 18:48:13,C00038,regular,M023,Soto Ayam,Food,28000,1,28000
T001970,2026-02-04 18:48:13,C00038,regular,M004,Cappuccino,Coffee,28000,1,28000
T001971,2026-02-04 19:34:24,W000597,walk_in,M011,Matcha Latte,Tea,28000,1,28000
T001971,2026-02-04 19:34:24,W000597,walk_in,M021,Mie Goreng,Food,32000,2,64000
T001971,2026-02-04 19:34:24,W000597,walk_in,M001,Es Kopi Susu,Coffee,22000,2,44000
T001972,2026-02-04 21:52:02,C00092,regular,M001,Es Kopi Susu,Coffee,22000,1,22000
T001972,2026-02-04 21:52:02,C00092,regular,M025,Nasi Uduk Komplit,Food,30000,1,30000
T001973,2026-02-04 17:32:53,C00080,regular,M005,Latte,Coffee,28000,1,28000
T001973,2026-02-04 17:32:53,C00080,regular,M005,Latte,Coffee,28000,1,28000
T001973,2026-02-04 17:32:53,C00080,regular,M031,Banana Bread,Pastry,25000,2,50000
T001974,2026-02-04 16:06:32,C00112,regular,M010,Teh Manis Panas/Dingin,Tea,10000,1,10000
T001975,2026-02-04 20:53:27,C00023,regular,M005,Latte,Coffee,28000,1,28000
T001976,2026-02-04 12:16:27,C00069,regular,M021,Mie Goreng,Food,32000,1,32000
T001977,2026-02-04 08:38:39,C00091,regular,M001,Es Kopi Susu,Coffee,22000,1,22000
T001977,2026-02-04 08:38:39,C00091,regular,M020,Nasi Goreng,Food,35000,3,105000
T001978,2026-02-04 17:20:15,W001011,walk_in,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T001979,2026-02-04 17:55:34,W003487,walk_in,M011,Matcha Latte,Tea,28000,2,56000
T001979,2026-02-04 17:55:34,W003487,walk_in,M030,Croissant,Pastry,22000,2,44000
T001979,2026-02-04 17:55:34,W003487,walk_in,M014,Coconut Water,Juice,15000,1,15000
T001979,2026-02-04 17:55:34,W003487,walk_in,M034,Cookies (3 pcs),Pastry,18000,1,18000
T001980,2026-02-04 17:53:30,C00108,regular,M002,Kopi Tubruk,Coffee,15000,1,15000
T001981,2026-02-04 07:05:55,W003124,walk_in,M002,Kopi Tubruk,Coffee,15000,1,15000
T001981,2026-02-04 07:05:55,W003124,walk_in,M003,Americano,Coffee,20000,1,20000
T001982,2026-02-04 10:28:10,C00031,regular,M002,Kopi Tubruk,Coffee,15000,3,45000
T001982,2026-02-04 10:28:10,C00031,regular,M034,Cookies (3 pcs),Pastry,18000,1,18000
T001983,2026-02-04 14:25:58,W001722,walk_in,M014,Coconut Water,Juice,15000,1,15000
T001983,2026-02-04 14:25:58,W001722,walk_in,M001,Es Kopi Susu,Coffee,22000,1,22000
T001983,2026-02-04 14:25:58,W001722,walk_in,M031,Banana Bread,Pastry,25000,1,25000
T001983,2026-02-04 14:25:58,W001722,walk_in,M002,Kopi Tubruk,Coffee,15000,2,30000
T001984,2026-02-04 07:14:11,W000134,walk_in,M010,Teh Manis Panas/Dingin,Tea,10000,1,10000
T001985,2026-02-04 12:02:58,C00108,regular,M022,Bakso,Food,30000,1,30000
T001985,2026-02-04 12:02:58,C00108,regular,M025,Nasi Uduk Komplit,Food,30000,1,30000
T001986,2026-02-04 12:00:35,C00038,regular,M013,Es Campur,Juice,20000,1,20000
T001987,2026-02-04 08:46:15,W002371,walk_in,M020,Nasi Goreng,Food,35000,1,35000
T001987,2026-02-04 08:46:15,W002371,walk_in,M001,Es Kopi Susu,Coffee,22000,1,22000
T001987,2026-02-04 08:46:15,W002371,walk_in,M001,Es Kopi Susu,Coffee,22000,1,22000
T001988,2026-02-04 13:48:49,W001133,walk_in,M010,Teh Manis Panas/Dingin,Tea,10000,2,20000
T001989,2026-02-04 16:53:43,W000286,walk_in,M022,Bakso,Food,30000,3,90000
T001990,2026-02-04 13:48:25,C00029,regular,M026,Ayam Geprek,Food,38000,3,114000
T001991,2026-02-04 20:37:24,C00010,regular,M030,Croissant,Pastry,22000,1,22000
T001992,2026-02-04 13:57:42,C00035,regular,M001,Es Kopi Susu,Coffee,22000,1,22000
T001993,2026-02-04 20:19:55,C00012,regular,M030,Croissant,Pastry,22000,3,66000
T001993,2026-02-04 20:19:55,C00012,regular,M034,Cookies (3 pcs),Pastry,18000,1,18000
T001994,2026-02-04 13:20:06,C00105,regular,M022,Bakso,Food,30000,2,60000
T001994,2026-02-04 13:20:06,C00105,regular,M020,Nasi Goreng,Food,35000,1,35000
T001994,2026-02-04 13:20:06,C00105,regular,M001,Es Kopi Susu,Coffee,22000,2,44000
T001995,2026-02-04 18:27:26,C00038,regular,M012,Es Jeruk,Juice,18000,2,36000
T001995,2026-02-04 18:27:26,C00038,regular,M021,Mie Goreng,Food,32000,1,32000
T001996,2026-02-04 12:29:50,C00030,regular,M021,Mie Goreng,Food,32000,1,32000
T001996,2026-02-04 12:29:50,C00030,regular,M022,Bakso,Food,30000,1,30000
T001997,2026-02-04 14:43:42,W000596,walk_in,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T001998,2026-02-04 09:29:54,C00059,regular,M001,Es Kopi Susu,Coffee,22000,1,22000
T001998,2026-02-04 09:29:54,C00059,regular,M002,Kopi Tubruk,Coffee,15000,3,45000
T001998,2026-02-04 09:29:54,C00059,regular,M002,Kopi Tubruk,Coffee,15000,2,30000
T001999,2026-02-04 18:22:29,W001531,walk_in,M006,Es Kopi Gula Aren,Coffee,25000,1,25000
T002000,2026-02-04 19:48:57,C00120,regular,M001,Es Kopi Susu,Coffee,22000,1,22000
T002001,2026-02-04 12:20:07,C00059,regular,M002,Kopi Tubruk,Coffee,15000,2,30000
